Bill_id,Bill_description,Patron_id,Patron_name
HR326,Celebrating the life of Andrew Thomas Olaisen.,H0323,Simonds
HR327,Commending the Town of Dendron.,H0399,Pope Adams
HR328,"Commending the Blue Ridge Volunteer Fire Company, Inc.",H0377,Oates
HR329,Commending John Smith.,H0333,Ballard
HR330,Commending Matt Walker.,H0238,Hodges
HR331,Celebrating the life of Branden Patrick Green.,H0238,Hodges
HR332,Commending Network NOVA.,H0297,Guzman
HR333,Commending the Conservation Alliance of Braemar.,H0297,Guzman
HR334,"Commending Hanna G. Hanania, D.D.S.",H0297,Guzman
HR335,"Commending Lauren Simon, DDS.",H0297,Guzman
HR336,Commending Ilia Roman Malinin.,H0297,Guzman
HR337,Commending Pampa's Fox Catering.,H0297,Guzman
HR338,Commending Julie Kessler.,H0297,Guzman
HR339,Commending Hector's of Nokesville.,H0297,Guzman
HR340,Commending the Nokesville Business Association.,H0297,Guzman
HR341,Commending David Damon.,H0297,Guzman
HR342,Commending Merissa Bartoli.,H0297,Guzman
HR343,Commending Mystique Ro.,H0297,Guzman
HR344,Commending Bay Aging.,H0238,Hodges
HR345,Celebrating the life of Wesley Thomas Worsham.,H0405,McGuire
HR346,Celebrating the life of the Reverend Wendell A. Johnson.,H0207,McQuinn
HR347,Celebrating the life of Alice F. Robinson.,H0207,McQuinn
HR348,Celebrating the life of Lonnie M. Janes.,H0207,McQuinn
HR349,Commending Ruffin Insurance Agency.,H0207,McQuinn
HR350,Commending Ricardo Foster.,H0322,"Scott, D."
HR351,Commending Green Run Elementary School.,H0295,Convirs-Fowler
HR352,Commending Landstown High School.,H0295,Convirs-Fowler
HR353,Commending FeLynn Oriental Restaurant.,H0295,Convirs-Fowler
HR354,Commending Rosemont Elementary School.,H0295,Convirs-Fowler
HR355,Commending Bee Boisseau.,H0336,Clark
HR356,Commending Beatrice Parker.,H0336,Clark
HR357,Commending Stephanie Alston.,H0387,Carnegie
HR358,"Commending Jared A. Cotton, Ed.D.",H0387,Carnegie
HR359,Commending the Louisa Extension Master Gardeners.,H0371,Laufer
HR360,Celebrating the life of John Philip Robbins.,H0056,Kilgore
HR361,Commending the Manchester Middle School cheer squad.,H0361,Gardner
HR362,Commending Joel Cannaday.,H0384,Phillips
HR363,Commending Scott Grindstaff.,H0384,Phillips
HR364,Commending Joe Bryant.,H0384,Phillips
HR365,Commending the Historic Hopewell Foundation.,H0391,Dougherty
HR366,Celebrating the life of Sharon Morency Bryant.,H0395,McAuliff
HR367,Commending the Fauquier High School Theatre Department.,H0395,McAuliff
HR368,Commending Chrysalis Vineyards.,H0395,McAuliff
HR369,Commending Slater Run Vineyards.,H0395,McAuliff
HR370,Commending C. Elizabeth Williams.,H0305,Tran
HR371,Commending the Interstate Commission on the Potomac River Basin.,H0305,Tran
HR372,Commending the Honorable Daniel Webster Marshall III.,H0384,Phillips
HR373,Commending the Richmond Free Press.,H0207,McQuinn
HR374,Commending the Bruton High School girls' swim and dive team.,H0392,Downey
HR375,Commending the John Marshall High School boys' basketball team.,H0356,Cousins
HR376,Commending Beth Sholom Temple.,H0314,"Cole, J.G."
HR377,Commending Carl's Frozen Custard.,H0314,"Cole, J.G."
HR378,Celebrating the life of La Bravia J. Jenkins.,H0314,"Cole, J.G."
HR379,Commending the Reverend Dr. James Edwards III.,H0285,Hayes
HR380,Commending Albert S. Moor II.,H0336,Clark
HR381,Commending the Rock Church School boys' basketball team.,H0336,Clark
HR382,Commending the Commonwealth Institute for Fiscal Analysis.,H0366,Hernandez
HR383,"Commending the International Longshoremen's Association, Local 1248.",H0285,Hayes
HR384,Commending Estelle Newby.,H0285,Hayes
HR385,Commending William E. Harrell.,H0285,Hayes
HR386,Commending The King's Daughters.,H0353,Anthony
HR387,Celebrating the life of Bettie Minette Cooper.,H0366,Hernandez
HR388,Celebrating the life of Hope Tyson Lambert.,H0285,Hayes
HR389,Judges; nominations for election to circuit court.,H0340,Maldonado
HR390,Judges; nominations for election to general district court.,H0340,Maldonado
HR391,Judges; nominations for election to juvenile and domestic relations district court.,H0340,Maldonado
HR392,Commending the Fairfax Connector.,H0405,McGuire
HR393,Commending Braden Health.,H0348,Williams
HR394,Commending the Virginia Center for Inclusive Communities.,H0356,Cousins
HR395,"Commending the Richmond Chapter of Continental Societies, Inc.",H0207,McQuinn
HR396,Commending Thomas M. Woody.,H0328,Wyatt
HR397,Celebrating the life of Abby L. Block.,H0305,Tran
HR398,Commending Justin Simmons.,H0305,Tran
HR399,Commending Samina Z. Butt.,H0305,Tran
HR400,"Commending Major Joseph R. Denti, ANG.",H0305,Tran
HR401,"Celebrating the life of Eugene Hamilton Hurst, Jr.",H0224,Morefield
HR402,Commending the veterans of the United States Armed Forces from Augusta County.,H0321,Runion
HR403,Commending William Massey.,H0238,Hodges
HR404,Commending the Smithfield High School KidWind Challenge teams.,H0336,Clark
HR405,Commending the Bruton High School boys' indoor track and field team.,H0392,Downey
HR406,"Commending Ernest Eugene Copenhaver, Jr.",H0242,O'Quinn
HR407,"Commending the Reverend Phillip E. Knight, Sr.",H0207,McQuinn
HR408,Celebrating the life of Mabel Jones Smith.,H0207,McQuinn
HR409,Commending Helen H. Guthrie.,H0207,McQuinn
HR410,Celebrating the life of Charita Marie Lee.,H0207,McQuinn
HR411,Celebrating the life of Frederick Alexander Brown.,H0207,McQuinn
HR412,"Celebrating the life of the Reverend David Anthony Young, Sr.",H0207,McQuinn
HR413,"Celebrating the life of Solomon Wilder Jefferson, Ed.D.",H0207,McQuinn
HR414,Commending Fertility for Colored Girls + Guys.,H0207,McQuinn
HR415,Celebrating the life of Eric Monte Bowman.,H0207,McQuinn
HR416,"Commending Master Chief Petty Officer Christopher S. Cupito, USN.",H0266,Rasoul
HR417,Celebrating the life of Norman Lee Davis.,H0389,"Cole, N.T."
HR418,Commending Marcus Hickman.,H0389,"Cole, N.T."
HR419,Commending the Oakton High School girls' wrestling team.,H0403,Bulova
HR420,Commending practitioners of Falun Dafa in Virginia.,H0383,Zehr
HR421,Commending Shiloh Baptist Church.,H0365,Henson
HR422,"Celebrating the life of the Reverend A. Lincoln James, Jr.",H0356,Cousins
HR423,"Commending John W. Haun, Ed.D.",H0356,Cousins
HR424,"Celebrating the life of Lieutenant General William Morgan Keys, USMC, Ret.",H0377,Oates
HR425,Commending the Virginia Young Democrats Disability Caucus.,H0340,Maldonado
HR426,Commending Aldrin Elementary School.,H0370,Keys-Gamarra
HR427,Commending the James River High School girls' swim and dive team.,H0253,Austin
HR428,"Retirement of Jamie Harless, Lord Botetourt High School Football",H0253,Austin
HR429,Commending Friendship Retirement Community.,H0253,Austin
HR430,Commending the Historic Masonic Theatre.,H0253,Austin
HR431,Commending South Lakes High School.,H0370,Keys-Gamarra
HR432,Commending Steve Parks Clinton.,H0253,Austin
HR433,Commending Sheila Coates.,H0370,Keys-Gamarra
HR434,Commending Warren M. Thompson.,H0370,Keys-Gamarra
HR435,Commending Angela York.,H0323,Simonds
HR436,Commending Frank L. Codella.,H0301,Reid
HR437,Commending Mozelle West Perry.,H0207,McQuinn
HR438,Celebrating the life of Charles Dwight Chavis.,H0207,McQuinn
HR439,Celebrating the life of Mildred Harlow Scott.,H0308,McNamara
HR440,Commending the Spotsylvania Memorial Park.,H0314,"Cole, J.G."
HR441,Celebrating the life of Jane Crittenden Talley.,H0212,Carr
HR442,Commending Area Congregations Together in Service.,H0212,Carr
HR443,Commending Dennis L. Dunlap.,H0382,Thomas
HR444,Commending Nova Patient Care.,H0382,Thomas
HR445,Commending Superior Paving Corporation.,H0382,Thomas
HR446,Commending Hawkins-Reeve Post 7916 of the Veterans of Foreign Wars.,H0343,Sewell
HR447,"Commending the Gamma Xi Chapter of Omega Psi Phi Fraternity, Inc.",H0360,Feggans
HR448,Commending Union Baptist Church.,H0360,Feggans
HR449,Commending Linda Peace.,H0305,Tran
HR450,Commending Bettie F. Williams Elementary School.,H0311,Askew
HR451,Commending The Mount at Virginia Beach.,H0311,Askew
HR452,Commending Ashburn Presbyterian Church.,H0301,Reid
HR453,Commending the Varina High School football team.,H0207,McQuinn
HR454,Commending Patawomeck Indian Tribe of Virginia.,H0314,"Cole, J.G."
HR455,Commending Bree Fram.,H0344,Shin
HR456,Celebrating the life of Master Technician Raul Perla.,H0344,Shin
HR457,Commending Sabrina Bruce.,H0344,Shin
HR458,Commending Mount Zion Baptist Church of Norfolk.,H0285,Hayes
HR459,Commending the Oscar F. Smith High School football team.,H0285,Hayes
HR460,Commending Chris Scott.,H0285,Hayes
HR461,Commending Vivian Stephenson.,H0285,Hayes
HR462,Commending Travis Johnson.,H0285,Hayes
HR463,Commending Roger Smith.,H0285,Hayes
HR464,Commending the Reverend Dr. Carl N. Sherrill and Jacquelyn Sherrill.,H0285,Hayes
HR465,Commending Fair Oaks Elementary School.,H0207,McQuinn
HR466,Celebrating the life of John W. Graham.,H0349,Glass
HR467,Celebrating the life of Alexander Kimari Pye.,H0349,Glass
HR468,Commending Virginia Organizing.,H0349,Glass
HR469,Celebrating the life of Ny-Asia Ashante Hill.,H0349,Glass
HR470,"Celebrating the life of Jasper McMickle, Sr.",H0349,Glass
HR471,Commending Norview Baptist Church.,H0349,Glass
HR472,"Commending Master Chief Petty Officer Linda Fox, USN, Ret.",H0349,Glass
HR473,Commending Kurt Rose.,H0370,Keys-Gamarra
HR474,Commending Kerrie Wilson.,H0370,Keys-Gamarra
HR475,"Celebrating the life of the Reverend Dr. Norman Adkins Tate, Jr.",H0370,Keys-Gamarra
HR476,Commending Leila Gordon.,H0370,Keys-Gamarra
HR477,Celebrating the life of Evelyn Willinette Morris-Harris.,H0207,McQuinn
HR478,Commending Carlos Seward.,H0370,Keys-Gamarra
HR479,Commending Beverly Cosham.,H0370,Keys-Gamarra
HR480,"Celebrating the life of Everette Alexander Hicks, Sr.",H0284,Price
HR481,Celebrating the life of August Bryant Bullock.,H0284,Price
HR482,Commending Wendy Henley.,H0305,Tran
HR483,Nominating persons to be elected to circuit court judgeships.,H0340,Maldonado
HR484,Judges; nominations for election to general district court.,H0340,Maldonado
HR485,Judges; nominations for election to juvenile and domestic relations district court.,H0340,Maldonado
HR486,Commending James McConville.,H0108,Watts
HR2001,"Commending Brigadier General Terrence A. Adams, USAF.",H0389,"Cole, N.T."
HR2002,Commending the University of Mary Washington men's basketball team.,H0314,"Cole, J.G."
HR2003,"Celebrating the life of Chief Master Sergeant John Patrick Armstrong, USAF, Ret.",H0369,Kent
HR2004,Commending St. John Baptist Church of Woodford.,H0389,"Cole, N.T."
HR2005,Commending the LEADE Foundation.,H0389,"Cole, N.T."
HR2006,"Commending the Omicron Alpha Lambda Chapter of Alpha Phi Alpha Fraternity, Inc.",H0389,"Cole, N.T."
HR2007,Commending the Petersburg High School boys' basketball team.,H0399,Pope Adams
HR2008,Commending Merrill Morgan.,H0399,Pope Adams
HR2009,Commending Land of Promise Church.,H0389,"Cole, N.T."
SB1,"Minimum wage; increases incrementally to $15.00 per hour by January 1, 2028.",S0019,Lucas
SB2,"Paid family & med. leave insurance program; definitions, notice requirements, civil action, report.",S0106,Boysko
SB3,"Employee Child Care Assistance Program; established, reports.",S0115,Aird
SB4,School breakfasts; availability at no cost to students.,S0126,Roem
SB5,"Income-Qualified Energy Efficiency and Weatherization Task Force; established, report.",S0067,Locke
SB6,"Constitutional amendment; qualifications of voters, right to vote, persons not entitled to vote.",S0067,Locke
SB7,"Income tax, state; standard deduction and earned income tax credit.",S0101,Suetterlein
SB8,Real property tax; exemption surviving spouses of members of armed forces who died in line of duty.,S0096,DeSteph
SB9,"RS & UT; food for human consumption and essential personal hygiene products, delayed effective date.",S0101,Suetterlein
SB10,Employment prohibition exceptions; apprenticeship program for children 16 years of age or older.,S0101,Suetterlein
SB11,Expanded polystyrene food service containers; repeal of prohibition.,S0096,DeSteph
SB12,"Issuing citations; certain traffic offenses and odor of marijuana, exclusion of evidence.",S0096,DeSteph
SB13,"License plates; only rear plate required, exception.",S0096,DeSteph
SB14,Alcoholic beverage control; commercial lifestyle center licenses.,S0096,DeSteph
SB15,Motorcycle Driver Improvement Clinic Fund; created.,S0101,Suetterlein
SB16,Through-year growth assessment system; alternatives during 2024-2028 school years permitted.,S0101,Suetterlein
SB17,Enforcement of vehicle liens; increases property value.,S0101,Suetterlein
SB18,"Children; adjudication of delinquency, orders of disposition.",S0067,Locke
SB19,DOE; policies relating to instructional material that contains sexually explicit content.,S0067,Locke
SB20,Child Care Subsidy Program; income-based eligibility for assistance.,S0067,Locke
SB21,DJJ; transfer of responsibility to Secretary of Health and Human Resources.,S0067,Locke
SB22,"Medicine and Nursing, Boards of; continuing education, bias reduction training.",S0067,Locke
SB23,Plea agreements and court orders; prohibited provisions.,S0127,Salim
SB24,Discovery materials or evidence; accused may request to copy or photograph any materials.,S0117,Carroll Foy
SB25,Offshore wind industry; workforce development.,S0117,Carroll Foy
SB26,"Land development; definitions, solar canopies in surface parking areas, delayed effective date.",S0117,Carroll Foy
SB27,"Firearm industry members; creates standards of responsible conduct, civil liability.",S0117,Carroll Foy
SB28,"Overtime for certain employees; pay for domestic workers, delayed effective date.",S0117,Carroll Foy
SB29,Budget Bill.,S0019,Lucas
SB30,Budget Bill.,S0019,Lucas
SB31,"Railroad safety; minimum train crew used in movement of freight, civil penalties.",S0117,Carroll Foy
SB32,Denial or abridgement of the right to work; repeals certain provisions of the Code.,S0117,Carroll Foy
SB33,Programs for at-risk students; permissible uses of funding.,S0086,Favola
SB34,Incapacitated persons; finding of lack of capacity to understand act of voting.,S0086,Favola
SB35,"Juvenile & domestic relations district courts; delinquent juv., mental health/disability evaluation.",S0086,Favola
SB36,Child abuse or neglect; prenatal use of a controlled substance or drug as prescribed.,S0086,Favola
SB37,Sexual abuse during infancy or incapacity; accrual.,S0086,Favola
SB38,Firearms; transfers to another person from a prohibited person.,S0086,Favola
SB39,Public schools; best practice of tech. tools to assist w/identifying students at risk of self-harm.,S0086,Favola
SB40,"Electric utilities; renewable energy portfolio standard program, deficiency payments.",S0082,Stanley
SB41,"Motor Vehicles, Department of; voluntary contributions during electronic transactions.",S0126,Roem
SB42,School boards; payment of school meal debt.,S0126,Roem
SB43,"Demand response programs; evaluation and assessment by Department of Energy, report.",S0126,Roem
SB44,Cemeteries on private property; registration by localities.,S0126,Roem
SB45,"License plates; only rear plate required, exception.",S0118,Craig
SB46,Absentee voting in person; available beginning 15 days prior to any election.,S0118,Craig
SB47,Impersonation of law-enforcement officer while committing additional act; penalties.,S0118,Craig
SB48,"Va. Residential Landlord and Tenant Act; landlord remedies, noncompliance with rental agreement.",S0113,Rouse
SB49,"""Appointed and qualified;"" definition, reference to term of office of person appointed by Governor.",S0113,Rouse
SB50,Lobbying; expands definition to include influencing/attempting to influence local government action.,S0113,Rouse
SB51,Election of certain governing bodies; conversion to single-member districts.,S0113,Rouse
SB52,Voter registration; regular periodic review of registration records.,S0113,Rouse
SB53,Lighted vehicle headlights; lawful stop by law-enforcement officer.,S0119,Diggs
SB54,Candidate for office; candidate residence address not required on petition prior to it being filed.,S0119,Diggs
SB55,"Sex offenses; prohibiting proximity to children on premises of state parks, penalty.",S0119,Diggs
SB56,"FOIA; procedure for responding to requests, charges, posting of notice of rights & responsibilities.",S0126,Roem
SB57,Voter registration; requiring membership in the Electronic Registration Information Center (ERIC).,S0129,VanValkenburg
SB58,"Elections; deadline for receipt of absentee ballots and certain other information, etc.",S0086,Favola
SB59,"Photo speed monitoring devices; photo-monitoring systems for traffic signals, proof of violation.",S0119,Diggs
SB60,"Virginia Parole Board; powers and duties, juvenile offenders, parole procedures and considerations.",S0067,Locke
SB61,Nationally Certified School Psychologist Program; established.,S0131,Mulchi
SB62,"Marijuana-related offenses; modification of sentence, sunset.",S0019,Lucas
SB63,"Graduation with an advanced studies diploma; requirements, complet. of Int'l Baccalaureate diploma.",S0127,Salim
SB64,"Juveniles; commitment to DJJ, petition to extend duration of indeterminate commitment.",S0086,Favola
SB65,Virginia Personnel Act; certain Department of Elections officers and employees not exempt.,S0129,VanValkenburg
SB66,"Sales and use tax, local; additional tax authorized in all counties and cities to support schools.",S0098,McPike
SB67,Parking enforcement; high tourism localities.,S0119,Diggs
SB68,"Historic landmarks; designating or nominating, notice requirements.",S0119,Diggs
SB69,"Electric utilities; construction and development of renewable energy facilities, etc.",S0105,Peake
