Bill_id,Bill_description,Patron_id,Patron_name
HB9,Animal control officers; additional training.,H0359,Ennis
HR665,"Celebrating the life of Winston E. Hubbard, Jr.",H0207,McQuinn
HR666,Celebrating the life of Annette Teresa Lawrence Robinson.,H0207,McQuinn
HR667,Commending the Virginia Union University football team.,H0336,Clark
HR668,Commending the 2025 inductees to the Virginia Sports Hall of Fame.,H0285,Hayes
HR669,Commending the National Center for Healthy Veterans at Valor Farm.,H0383,Zehr
HR670,Commending Mariners Landing.,H0383,Zehr
HR671,Commending JR's Auto Care.,H0383,Zehr
HR672,"Commending Workboat Life, Inc.",H0363,Green
HR673,Commending Paul Kakol.,H0301,Reid
HR674,Commending Arthur Ellsworth Dick Howard.,H0371,Laufer
HR675,Celebrating the life of Dr. La Francis Rodgers-Rose.,H0353,Anthony
HR676,Celebrating the life of Michael Gregory Brown.,H0207,McQuinn
HR677,Celebrating the life of the Reverend Robert Calloway Davis.,H0207,McQuinn
HR678,Commending Bon Air Elementary School.,H0368,Jones
HR679,Commending George Walton Weller.,H0321,Runion
HR680,Celebrating the life of Algie Gray Crouse.,H0352,Arnold
HR681,Celebrating the life of Kris Kehoe Southwick.,H0377,Oates
HR682,Celebrating the life of the Honorable Donald May Haddock.,H0208,Herring
HR683,"Celebrating the life of Justin Lee Butler, Jr.",H0207,McQuinn
HR684,Celebrating the life of the Reverend Dr. Wilson E. Shannon.,H0207,McQuinn
HR685,Celebrating the life of Kimaun Tyrese Ewell.,H0207,McQuinn
HR686,Commending the Honorable Dr. William Ferguson Reid.,H0207,McQuinn
HR687,Commending Perkinson Construction.,H0315,Coyner
HR688,Commending Greg Dynia.,H0315,Coyner
HR689,"Commending Rudy L. Hawkins Electrical Contractor, Inc.",H0315,Coyner
HR690,Commending Enon Baptist Church.,H0315,Coyner
HR691,Commending Meredith Dean.,H0315,Coyner
HR692,Commending Alma Bella Academy.,H0315,Coyner
HR693,Commending Harlan Construction.,H0315,Coyner
HR694,Celebrating the life of Wesley Isaiah Harrison-James.,H0336,Clark
HR695,Commending the Mary Star of the Sea Council 511 of the Knights of Columbus.,H0337,Cordoza
HR696,"Celebrating the life of Chief Warrant Officer 2 Andrew Lloyd Eaves, USA.",H0365,Henson
HR697,"Celebrating the life of Staff Sergeant Ryan Austin O'Hara, USA.",H0365,Henson
HR698,"Commending the Honorable Gordon C. Helsel, Jr.",H0337,Cordoza
HR699,"Celebrating the life of Captain Rebecca M. Lobach, USA.",H0365,Henson
HR700,Commending the Lorton Community Action Center.,H0365,Henson
HR701,Celebrating the life of Edward Lee Watkins.,H0364,Griffin
HR702,Commending Moore and Giles.,H0364,Griffin
HR703,Commending Sam and Shelly Hunt.,H0364,Griffin
HR704,Commending Tommy Scott.,H0364,Griffin
HR705,Commending the Rotary Club of Forest.,H0364,Griffin
HR706,Commending Martin Leamy.,H0364,Griffin
HR707,Commending Moneta Farm and Home Center.,H0383,Zehr
HR708,Commending Walter and Lou Ann Bass.,H0383,Zehr
HR709,Commending Joji Purdy.,H0345,Tata
HR710,Commending Cooper Cutchins.,H0345,Tata
HR711,Confirming nominations; House Ethics Advisory Panel.,H0208,Herring
HR712,"Celebrating the life of the Honorable Walter Benjamin Keister, Sr.",H0333,Ballard
HR713,Celebrating the life of Louis Mansfield Johnson.,H0314,Cole
HR714,"Commending Clint Mitchell, Ed.D.",H0314,Cole
HR715,Commending Spreading Smiles at Renatos.,H0314,Cole
HR716,Commending the Vienna Assembly of God.,H0351,Seibold
HR717,Commending Vienna Youth Soccer.,H0351,Seibold
HR718,Commending the Society of Hispanic Professional Engineers.,H0351,Seibold
HR719,Celebrating the life of Joshua Plante.,H0351,Seibold
HR720,Commending the Shepherd's Center of Fairfax-Burke.,H0351,Seibold
HR721,Commending Great American Restaurants.,H0351,Seibold
HR722,Celebrating the life of Bob Eddison Bracey.,H0368,Jones
HR723,Commending the Chesterfield Food Bank Outreach Center.,H0315,Coyner
HR724,Commending Chester Presbyterian Church.,H0315,Coyner
HR725,"Commending James R. Jones Builder, Inc.",H0315,Coyner
HR726,Commending Barber Construction.,H0315,Coyner
HR727,Commending Richard Halas.,H0315,Coyner
HR728,"Commending Lebow Eye Associates, P.C.",H0315,Coyner
HR729,Celebrating the life of Dr. Carol Jocelyn Pretlow.,H0353,Anthony
HR730,Celebrating the life of Mary Carol Evans Hecht.,H0353,Anthony
HR731,Celebrating the life of Gregory Scott Cook.,H0373,Lovejoy
HR732,Commending Hollin Meadows Elementary School.,H0281,Krizek
HR733,Celebrating the life of Landon Jeremiah Artis.,H0207,McQuinn
HR734,Commending Fair Oaks Elementary School.,H0207,McQuinn
HR735,Commending Charles H. Harbaugh IV.,H0377,Oates
HR736,Commending Chuck Pruitt.,H0269,Sullivan
HR737,Commending Saad Shafi.,H0238,Hodges
HR738,Commending Total Action for Progress.,H0253,Austin
HR739,Commending Keswick Hall.,H0371,Laufer
HR740,Commending Colton Moye.,H0333,Ballard
HR741,Commending Pat B. Huber.,H0333,Ballard
HR742,Commending Deborah D. Oswalt.,H0172,Sickles
HR743,Commending the Mechanicsville High School chapter of Future Farmers of America.,H0328,Wyatt
HR744,Commending the Atlee High School chapter of Future Farmers of America.,H0328,Wyatt
HR745,Commending the Hanover High School chapter of Future Farmers of America.,H0328,Wyatt
HR746,Commending Tyler William Warren.,H0328,Wyatt
HR747,Commending Gale Allen Harvey.,H0323,Simonds
HR748,Commending David K. Wood.,H0376,Milde
HR749,Celebrating the life of Clarence Stewart Preston.,H0314,Cole
HR750,Commending Virginia Union University.,H0356,Cousins
HR751,"Commending the Omicron Chi Omega chapter of Alpha Kappa Alpha Sorority, Inc.",H0343,Sewell
HR752,Commending Shaboozey.,H0343,Sewell
HR753,Commending Penelope Nowell-Shortt.,H0343,Sewell
HR754,Commending Curtis O. Porter.,H0343,Sewell
HR755,Commending Rick S. Judd.,H0264,Simon
HR756,Commending Stephen Rau.,H0264,Simon
HR757,Commending Gary Fuller.,H0264,Simon
HR758,Commending the Information Technology-Information Sharing Analysis Center.,H0340,Maldonado
HR759,Commending Juan Salguero.,H0264,Simon
HR760,Commending Angie's Bakery.,H0295,Convirs-Fowler
HR761,Commending Doug Robbins.,H0315,Coyner
HR762,Commending the Southside Swim League.,H0315,Coyner
HR763,Commending the River's Bend Community Association swim team.,H0315,Coyner
HR764,"Celebrating the lives of Peter, Donna, Everly, and Alydia Livingston.",H0207,McQuinn
HR765,Commending Michael J. Higginbotham.,H0305,Tran
HR766,Commending the Timberlake Tavern.,H0383,Zehr
HR767,Commending Spring Valley Farms.,H0383,Zehr
HR768,"Celebrating the life of Clarence Hiram Jones, Jr.",H0383,Zehr
HR769,Commending Gary E. Penn.,H0383,Zehr
HR770,Commending Ally and Michael Stebner.,H0380,Reaser
HR771,Commending CHIKO.,H0380,Reaser
HR772,Celebrating the life of Richard Joseph Grosh.,H0380,Reaser
HR773,Celebrating the life of Jeff Meredith.,H0345,Tata
HR774,Celebrating the life of Benjamin Rodriguez.,H0345,Tata
HR775,Commending Shorebreak Pizza and Taphouse.,H0345,Tata
HR776,Commending Waller Tire Place.,H0315,Coyner
HR777,Commending New Mount Vernon Baptist Church.,H0285,Hayes
HR778,Commending Chris Scott.,H0285,Hayes
HR779,Commending Kwame Alexander.,H0285,Hayes
HR780,Commending Pat Woodbury.,H0323,Simonds
HR781,"Celebrating the life of Ann Marie Sullivan, Ph.D.",H0372,LeVere Bolling
HR782,Celebrating the life of Elwood Lorenzo Williams.,H0322,"Scott, D."
HR783,"Celebrating the life of Lieutenant General Arthur J. Gregg, USA, Ret.",H0322,"Scott, D."
HR784,"Celebrating the life of Luther Foster Brown, Jr.",H0322,"Scott, D."
HR785,Commending Bishop Samuel L. Carruth.,H0322,"Scott, D."
HR786,"Celebrating the life of the Honorable Von LeRoy Piersall, Jr.",H0322,"Scott, D."
HR787,Celebrating the life of Corey Rashaad Peterson.,H0322,"Scott, D."
HR788,Celebrating the life of Spencer J. Prayer.,H0322,"Scott, D."
HR789,Commemorating the life and legacy of David Walker.,H0322,"Scott, D."
HR790,Celebrating the life of Ella Wease Tucker Jarrett.,H0322,"Scott, D."
HR791,Celebrating the life of the Reverend Dr. Milton Roy Blount.,H0322,"Scott, D."
HR792,"Celebrating the life of Harold Alvin Goodman, Sr.",H0322,"Scott, D."
HR793,"Celebrating the life of Bismarck Myrick, Sr.",H0322,"Scott, D."
HR794,Commending Phillip C. Stone.,H0231,Wilt
HR795,Commending the Phoebus High School football team.,H0173,Ward
HR796,"Commending Captain Michelle M. Williams, USN.",H0295,Convirs-Fowler
HR797,Celebrating the life of Claude Allen Cobler.,H0348,Williams
HR798,"Commending the Gamma Delta Omega Chapter of Alpha Kappa Alpha Sorority, Inc.",H0322,"Scott, D."
HR799,Celebrating the life of Enis Rodney Jenkins.,H0279,Freitas
HR800,Commending Andrew Terrill.,H0279,Freitas
HR801,Commending My Cravingz.,H0382,Thomas
HR802,Nominating persons to be elected to circuit court judgeships.,H0340,Maldonado
HR803,Nominating persons to be elected to general district court judgeships.,H0340,Maldonado
HR804,Nominating persons to be elected to juvenile and domestic relations district court judgeships.,H0340,Maldonado
HR805,Judicial Inquiry and Review Commission; nomination for election of member.,H0340,Maldonado
HR806,Commending Margaret Higgins Disney.,H0358,Earley
HR807,Commending the Virginia State Police Association.,H0242,O'Quinn
HR808,Commending the Chesterfield County Jail Helping Addicts Recover Progressively program.,H0315,Coyner
HR809,Commending Social Burger.,H0351,Seibold
HR810,Commending the Town of Vienna.,H0351,Seibold
HR811,Celebrating the life of Marvin Hyatt Watkins.,H0322,"Scott, D."
HR812,"Celebrating the life of Franklin Jay Pepper, M.D.",H0334,Bennett-Parker
HR813,Celebrating the life of Jacquelyn G. Hontz.,H0314,Cole
HR814,Commending Friends of the Rappahannock.,H0314,Cole
HR815,"Commending Judith Brooks-Buck, Ph.D.",H0336,Clark
HR816,Commending the Washington Commanders.,H0227,Torian
HR817,Commending Carlos Castro.,H0330,Mundon King
HR818,Commending Waller and Company Jewelers.,H0356,Cousins
HR819,"Celebrating the life of Ivan Elbert Horton, Jr.",H0056,Kilgore
HR820,Commending Magaly Perez-Rives.,H0305,Tran
HR821,"Commending Simmons and Associates Realty, Inc.",H0136,Wright
HR822,Commending Robert Trent Jones Golf Club.,H0382,Thomas
HR823,Celebrating the life of Beverly Hicks Diamonstein.,H0323,Simonds
HR824,Commending Natale Christian.,H0323,Simonds
HR825,Commemorating the 80th anniversary of the National Liberation Day of Korea.,H0344,Shin
HR826,Commending Tarrick McGuire.,H0239,Lopez
HR827,Commending the Hermitage Museum and Gardens.,H0366,Hernandez
HR828,Commending Jahmari DeLoatch.,H0285,Hayes
HR829,Commending Lonnie Andrews.,H0285,Hayes
HR830,Commending Brandon Nesbit.,H0285,Hayes
HR831,Commending Travis Johnson.,H0285,Hayes
HR832,Commending Malachi White.,H0285,Hayes
HR833,Commending Dory Wilson.,H0285,Hayes
HR834,Commending Jordan Rayner.,H0285,Hayes
HR835,Commending Josh Sweat.,H0285,Hayes
HR836,Commending Bob Adkins.,H0056,Kilgore
HR837,Commending Witold Brick.,H0380,Reaser
HR838,Celebrating the life of William Denman Zirkle.,H0181,Gilbert
HR839,Commending Thelma R. Pemberton-Abbott.,H0305,Tran
HR840,Commending Henderson Motorsports.,H0242,O'Quinn
HR841,"Commending John Garrett, M.D., FACS.",H0219,Hope
HR842,Commending the 4-H clubs and Future Farmers of America chapters in Washington County.,H0242,O'Quinn
HR843,"Commending Howard G. Adams, Ph.D., and Eloise Adams, Ph.D.",H0353,Anthony
HR844,Commending Stephanie Roble.,H0353,Anthony
HR845,"Commending the Southside Youth Football League, the Huntersville Wolverines Football and Cheer Organization, and the Park Place Kings Football and Cheer Organization.",H0353,Anthony
HR846,Commemorating the life and legacy of Carter G. Woodson.,H0330,Mundon King
HR847,Commending the Prince William County Community Foundation.,H0330,Mundon King
HR848,Celebrating the life of Carol J. Pretlow.,H0330,Mundon King
HR849,"Commending the Prince William County Alumnae Chapter of Delta Sigma Theta Sorority, Inc.",H0330,Mundon King
HR850,Commending the Forest Park High School robotics program.,H0330,Mundon King
HR851,Commending the Larchmont-Edgewater Civic League.,H0366,Hernandez
HR852,Commending Sarah Everhardt.,H0382,Thomas
HR853,"Commending Khadijeh ""Malieh"" Aslankhani.",H0351,Seibold
HR854,Commending Veronica Del Bagno.,H0305,Tran
HR855,Commending Marjorie Mayfield Jackson.,H0366,Hernandez
HR856,Celebrating the life of Clarice Lorine Jordan.,H0207,McQuinn
HR857,Commending Tarrallton Elementary School.,H0366,Hernandez
HR858,Commending the First Landing 1607 Project.,H0328,Wyatt
HR859,"Commending Dr. Charles W. Sydnor, Jr.",H0212,Carr
HR860,Commending Honeysuckle Cafe.,H0366,Hernandez
HR861,"Commending McKinley L. Price, D.D.S.",H0284,Price
HR862,"Celebrating the life of James Earl Carter, Jr., M.D.",H0322,"Scott, D."
HR863,Celebrating the life of Carylon Crouch Buck.,H0322,"Scott, D."
HR864,Commending Habitat for Humanity Peninsula and Greater Williamsburg.,H0284,Price
HR865,Commending Amanda Castellucci.,H0305,Tran
HR866,Commending Keyshawn Davis.,H0366,Hernandez
HR867,Commending TreVeyon Henderson,H0315,Coyner
HR868,"Commending Edward L. Wright, Jr.",H0285,Hayes
HR869,"Commending Paul L. Wilson, Sr.",H0285,Hayes
HR870,"Commending Horace S. Savage, Jr.",H0285,Hayes
HR871,Commending the Woodside High School theatre program.,H0323,Simonds
HR872,Commending David S. Widzer.,H0305,Tran
HR873,"Commending Liz Noto, Ph.D.",H0370,Keys-Gamarra
HR874,Commending Emily Burrell.,H0370,Keys-Gamarra
HR875,Commending the Ideaventions Academy Daedalus robotics team.,H0370,Keys-Gamarra
HR876,Commending Greg Duncan.,H0370,Keys-Gamarra
HR877,Commending Elizabeth Staton.,H0349,Glass
HR878,Commending the Bowling Park Chapter of Moms in Touch International.,H0349,Glass
HR879,Celebrating the life of Henry P. Henson.,H0349,Glass
HR880,Commending Eggleston Services.,H0349,Glass
HR881,Commending Theresa V. Jackson.,H0349,Glass
HR882,Commending James R. Tucker II.,H0368,Jones
HR883,Commending Tucker Wright.,H0219,Hope
HR884,Commending the Vietnamese American community.,H0305,Tran
SB10,"Income tax, state; subtraction for tax,  military retirement benefits, uniformed services.",S0088,Reeves
SB31,Companion Animal Surgical Sterilization Program and Fund; established and created.,S0082,Stanley
SB33,Certified registered nurse anesthetists; supervision during an operation or procedure.,S0067,Locke
SB61,"Income tax, state; establishes a subtraction for firefighter benefits.",S0118,Craig
SB62,New College Institute; duties.,S0082,Stanley
SB72,Virginia Parent Data Portal; creation and maintenance by Board of Education.,S0098,McPike
SB91,Paid sick leave; home health workers providing agency-directed services.,S0086,Favola
SB96,Parental Behavior Technician Registration and Participation Pilot Program; established.,S0082,Stanley
SB108,"Income tax, state; standard deduction.",S0101,Suetterlein
SB113,"Veterans' Fellowship for State Government Pilot Program; created, report.",S0088,Reeves
SB123,"Improvements, repairs, or maintenance of property; entering adjoining property, petition for entry.",S0129,VanValkenburg
SB124,Sports betting; permitted on Virginia college sports.,S0129,VanValkenburg
SB126,"Personal property; tax relief for qualifying vehicles, reimbursement and appropriation.",S0118,Craig
SB136,Local government; prohibition on certain appointments.,S0122,Head
SB137,Electric utilities; SCC to ensure energy policy at lowest reasonable cost.,S0117,Carroll Foy
SB140,"Fetal and Infant Mortality Review Team; created, penalty, report.",S0117,Carroll Foy
SB152,"Electric utilities; retail competition, aggregated competitive purchasers.",S0101,Suetterlein
SB163,Southwest Regional Recreation Authority; powers.,S0112,Hackworth
SB164,"Virginia Consumer Protection Act; prohibited practices, artificial intelligence disclosure.",S0088,Reeves
SB170,"Out-of-school time programs; exemptions from licensure, conditions and requirements.",S0118,Craig
SB171,Zoning; enhanced civil penalties for violations involving nonpermitted commercial uses.,S0118,Craig
SB181,Public elementary and secondary schools; cardiac emergency response plans required.,S0113,Rouse
SB183,"Income tax, state; eligible low-income taxpayers to claim a refundable tax credit.",S0113,Rouse
SB191,"Electric utilities; data center demand, allocation of costs among customer classes.",S0128,Subramanyam
SB192,Sales and use tax exemption; data centers.,S0128,Subramanyam
SB197,Attorney General; instituting or conducting criminal prosecutions.,S0119,Diggs
SB198,"License plates; creates plates for collector motor vehicles, penalty.",S0119,Diggs
SB200,Legal notices; locality to advertise on their website.,S0119,Diggs
SB218,Retirement system; animal control officers to receive benefits.,S0067,Locke
SB219,Va. Nat'l Guard State Tuition Assistance Program; provisions relating to eligibility for grants.,S0099,Sturtevant
SB226,"Highway use fee; DMV to convene work group to determine tiered flat rate system, report.",S0112,Hackworth
SB229,"Breakthrough Therapies for Veteran Suicide Prevention, Advisory Council on; placement of Council.",S0108,Hashmi
SB230,"Electric utilities; energy efficiency programs, duty to implement the Energy Policy, etc.",S0108,Hashmi
SB233,Faith in Housing for the Commonwealth Act; construction of affordable housing.,S0108,Hashmi
SB234,"Parking Lot Solar Development Program; established, report.",S0108,Hashmi
SB247,Building service employees; public contracting.,S0098,McPike
SB251,"Content manufacturing tax credit; removes sunset for the motion picture credit, redesignates credit.",S0108,Hashmi
SB252,"Consumer Data Protection Act; controller privacy notice, consumer consent.",S0069,McDougle
SB270,"Presidential primaries; ranked choice voting, effective clause.",S0128,Subramanyam
SB278,"Virginia Abortion Care & Gender-Affirming Health Care Protection Act; established, civil penalties.",S0108,Hashmi
SB280,"Health care; decision-making, definitions, medical aid in dying, penalties.",S0108,Hashmi
SB284,Siting of data centers; impacts on resources and historically significant sites.,S0126,Roem
SB285,Siting of data centers; site assessment.,S0126,Roem
